"","prior_bioemi","prior_landemi","prior_bioemi_2nd","prior_landemi_2nd","post_bioemi","post_landemi","complementarity_bioemi","complementarity_landemi","treatment_group","treatment_positive_bioemi","treatment_positive_landemi","gap_to_true_value_bioemi","gap_to_true_value_landemi","treatment_positive_bioemi_and_landemi","confidence","coping_on_income","acceptance_alpinePV","acceptance_wind","acceptance_newnucs","acceptance_prolongnucs","trust_in_sci","left_right","gender_binary","education_numeric","urban_rural_numeric","urban_rural_binary","age","climate_salience","speeder","speeder_treatment_bioemi","speeder_treatment_landemi","attention_bioemi_yes","attention_landemi_yes","attention_check_yes"
"114",-3,-3,1,2,-3,-3,1,-1,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",8,"Yes",-4,-3,3,4,10,7,"male",1,3,"rural",2006,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"115",0,1,-4,-4,1,-4,-1,-3,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",6,"Yes",-4,-4,2,4,8,3,"male",4,4,"rural",1980,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"116",-4,-2,0,-2,-4,-2,2,0,"treatment","positive_treatment","positive_treatment",0,-3,"positive_treatment",8,"Yes",4,4,4,4,10,7,"male",4,3,"rural",1991,"Yes",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"117",4,4,-4,-4,2,2,2,1,"control","positive_control","positive_control",-4,-5,"positive_control",8,"Yes",-4,1,4,4,8,3,"female",4,1,"urban",1991,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"118",0,0,0,0,NA,NA,0,0,"control","positive_control","positive_control",0,-1,"positive_control",NA,"No",0,0,0,0,7,5,"female",2,2,"urban",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"119",0,-4,2,2,2,-2,3,3,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",2,"No",-2,2,3,4,9,8,"male",3,2,"urban",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"120",-2,-2,-1,0,2,1,0,0,"treatment","positive_treatment","positive_treatment",-1,-1,"positive_treatment",4,"No",2,0,4,4,8,8,"male",2,4,"rural",1974,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"121",2,1,0,0,2,4,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"Yes",4,2,0,-4,8,2,"male",2,2,"urban",1952,"No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"122",-1,-1,-2,-4,-1,-1,4,1,"control","positive_control","positive_control",-2,-5,"positive_control",NA,"Yes",-1,-1,1,1,10,3,"female",4,1,"urban",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"123",2,2,0,-1,2,2,2,2,"control","positive_control","positive_control",0,-2,"positive_control",5,"Yes",4,4,2,1,10,4,"male",4,1,"urban",1991,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"124",0,0,-4,-3,2,2,1,-1,"treatment","positive_treatment","positive_treatment",-4,-4,"positive_treatment",4,"Yes",2,3,-4,-4,8,3,"male",3,3,"rural",1956,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"125",-1,0,-1,1,1,1,1,0,"treatment","positive_treatment","negative_treatment",-1,0,"mixed_treatment",4,"No",3,3,1,1,8,5,"female",3,2,"urban",1986,"Yes",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"126",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",0,0,0,0,0,NA,"male",NA,3,"rural",2003,"Yes",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"127",1,1,3,2,3,1,1,1,"treatment","negative_treatment","negative_treatment",3,1,"negative_treatment",6,"No",2,4,3,-1,7,3,"female",2,2,"urban",NA,"Yes",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"128",0,3,1,2,2,3,2,-2,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",4,"Yes",4,3,3,-2,9,3,"male",2,3,"rural",1997,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"129",0,0,0,0,1,-2,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",4,2,2,2,10,5,"female",2,3,"rural",1973,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"130",0,4,0,-4,0,4,4,4,"treatment","positive_treatment","positive_treatment",0,-5,"positive_treatment",2,"Yes",-4,-3,1,1,8,5,"male",2,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"131",-4,-3,-1,-1,-4,-2,-4,-3,"control","positive_control","positive_control",-1,-2,"positive_control",6,"No",-3,-4,2,4,9,7,"female",2,3,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"132",3,1,2,1,1,1,4,4,"treatment","negative_treatment","negative_treatment",2,0,"negative_treatment",6,"Yes",-3,4,-4,-4,6,7,"male",3,3,"rural",1970,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"133",-1,-1,1,2,-2,-3,0,0,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",10,"No",-3,-2,2,-4,0,7,"male",2,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"134",-2,-2,1,-1,-1,-1,2,2,"control","negative_control","positive_control",1,-2,"mixed_control",4,"Yes",2,2,-3,-4,9,2,"male",3,2,"urban",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"135",-2,-1,-1,-1,-1,-1,-1,-1,"control","positive_control","positive_control",-1,-2,"positive_control",8,"Yes",2,-2,3,3,5,5,"male",4,3,"rural",1988,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"136",1,1,0,0,3,0,0,1,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",8,"Yes",0,0,4,3,7,6,"female",3,2,"urban",1971,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"137",0,-3,-2,2,1,1,2,-2,"control","positive_control","negative_control",-2,1,"mixed_control",10,"Yes",1,0,1,0,9,2,"male",2,4,"rural",1973,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"138",1,-1,2,2,1,1,1,-2,"control","negative_control","negative_control",2,1,"negative_control",4,"Yes",1,-3,1,-2,7,7,"male",3,4,"rural",1972,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"139",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",4,"No",1,1,-2,2,10,3,"male",2,3,"rural",1959,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"140",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"Yes",2,2,2,2,8,7,"male",4,3,"rural",1985,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"141",3,4,1,-1,3,4,2,3,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",7,"Yes",3,4,-4,-4,8,3,"male",3,4,"rural",1977,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"142",1,2,1,1,1,1,1,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",6,"Yes",4,2,0,4,8,7,"male",2,3,"rural",1978,"Yes",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"143",0,0,0,-3,2,0,4,3,"treatment","positive_treatment","positive_treatment",0,-4,"positive_treatment",8,"Yes",3,3,3,3,9,7,"male",4,4,"rural",1967,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"144",-2,-1,2,-2,0,0,0,0,"control","negative_control","positive_control",2,-3,"mixed_control",4,"Yes",0,1,-4,-4,7,4,"female",4,1,"urban",1993,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"145",3,0,3,0,0,1,2,0,"treatment","negative_treatment","positive_treatment",3,-1,"mixed_treatment",8,"No",3,1,0,-4,9,5,"male",3,4,"rural",1954,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"146",1,1,2,2,2,2,1,2,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",9,"No",2,4,-1,-1,2,NA,"male",1,2,"urban",1977,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"147",-4,-4,-4,-4,-4,-4,-4,-4,"control","positive_control","positive_control",-4,-5,"positive_control",6,"No",-3,-2,4,3,6,6,"male",2,3,"rural",1973,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"148",0,-1,2,2,-4,-2,-2,-1,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",8,"Yes",3,3,-1,3,9,4,"male",4,2,"urban",1957,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"149",-3,-3,-2,-3,-3,-3,-3,-3,"control","positive_control","positive_control",-2,-4,"positive_control",8,"Yes",2,-3,4,3,6,7,"male",3,2,"urban",1971,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"150",-1,1,-2,-3,-1,-1,-1,1,"treatment","positive_treatment","positive_treatment",-2,-4,"positive_treatment",4,"Yes",1,1,0,-1,7,5,"female",3,4,"rural",1992,"No",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"151",2,-2,2,-2,-2,-1,3,-2,"control","negative_control","positive_control",2,-3,"mixed_control",8,"Yes",1,3,1,1,9,7,"male",3,3,"rural",1982,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"152",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",10,"No",-4,-4,-4,-4,NA,10,"male",1,2,"urban",2005,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"153",-4,-4,-4,-4,-4,-4,-4,-4,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",8,"Yes",4,4,4,2,4,8,"male",3,4,"rural",1963,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"154",0,0,1,1,1,1,-1,-1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",8,"Yes",-1,-2,3,4,9,7,"male",4,2,"urban",1972,"Yes",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"155",4,0,-1,1,3,4,1,-1,"control","positive_control","negative_control",-1,0,"mixed_control",5,"Yes",4,-1,4,3,8,7,"female",4,1,"urban",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"156",-4,-4,-1,-3,-4,-4,3,1,"control","positive_control","positive_control",-1,-4,"positive_control",8,"Yes",-1,-3,2,2,6,8,"male",3,2,"urban",1986,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"157",2,2,0,0,1,1,2,2,"control","positive_control","positive_control",0,-1,"positive_control",8,"No",4,4,4,-4,9,5,"male",4,3,"rural",1963,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"158",0,0,-3,-3,0,0,-2,-2,"treatment","positive_treatment","positive_treatment",-3,-4,"positive_treatment",6,"No",0,3,0,-3,10,6,"male",3,4,"rural",1972,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"159",3,4,2,4,4,4,4,2,"treatment","negative_treatment","negative_treatment",2,3,"negative_treatment",3,"Yes",3,4,3,3,0,6,"male",2,4,"rural",1958,"Yes",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"160",0,0,0,-2,0,-1,2,1,"treatment","positive_treatment","positive_treatment",0,-3,"positive_treatment",8,"Yes",-2,-1,-3,0,8,5,"male",4,3,"rural",1986,"No",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161",0,4,-2,2,-3,-2,0,0,"control","positive_control","negative_control",-2,1,"mixed_control",4,"No",3,-3,1,-3,9,2,"male",2,3,"rural",1961,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"162",-2,-2,-4,-4,0,0,2,2,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",6,"Yes",4,4,-1,-2,6,NA,"male",4,2,"urban",1981,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"163",0,0,-3,-3,0,0,NA,NA,"control","positive_control","positive_control",-3,-4,"positive_control",3,"Yes",3,4,-2,-4,0,NA,"female",4,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"164",0,0,0,0,2,2,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",8,"No",0,2,4,2,7,5,"female",4,4,"rural",1980,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"165",3,-2,2,-2,2,2,2,3,"treatment","negative_treatment","positive_treatment",2,-3,"mixed_treatment",7,"No",4,4,-4,-4,8,1,"female",2,4,"rural",1954,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"166",0,2,1,-2,1,3,2,-2,"treatment","negative_treatment","positive_treatment",1,-3,"mixed_treatment",4,"Yes",2,3,1,1,10,3,"male",4,1,"urban",1993,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"167",4,4,3,3,4,4,4,4,"treatment","negative_treatment","negative_treatment",3,2,"negative_treatment",6,"No",2,-4,1,-1,7,NA,"female",2,3,"rural",1962,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"168",1,-1,1,1,0,1,0,0,"control","negative_control","negative_control",1,0,"negative_control",8,"No",0,0,1,1,7,4,"female",1,2,"urban",1960,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"169",-4,-4,0,0,-4,-4,4,4,"control","positive_control","positive_control",0,-1,"positive_control",6,"Yes",-4,-4,0,-2,2,NA,"female",4,4,"rural",1978,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"170",2,0,0,0,0,3,4,4,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",3,3,1,0,3,5,"female",2,2,"urban",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"171",-1,2,2,4,4,4,0,0,"treatment","negative_treatment","negative_treatment",2,3,"negative_treatment",7,"Yes",0,2,1,2,10,6,"male",2,3,"rural",1954,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"172",0,4,0,-4,1,4,0,0,"treatment","positive_treatment","positive_treatment",0,-5,"positive_treatment",4,"No",2,4,1,-4,10,1,"male",4,4,"rural",1971,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"173",4,4,4,0,4,4,0,0,"treatment","negative_treatment","positive_treatment",4,-1,"mixed_treatment",8,"No",4,4,-4,-4,10,2,"female",1,3,"rural",1958,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"174",-1,1,1,1,1,-1,NA,NA,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"Yes",-3,-1,1,-1,9,2,"female",3,4,"rural",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"175",0,0,0,2,0,1,0,0,"treatment","positive_treatment","negative_treatment",0,1,"mixed_treatment",6,"Yes",1,2,1,0,5,6,"male",4,3,"rural",1949,"Yes",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"176",2,2,0,0,2,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"Yes",2,2,-4,-4,8,3,"male",2,1,"urban",1959,"Yes",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"177",2,2,2,2,1,2,3,3,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",8,"No",-4,-4,-4,-4,7,4,"male",4,4,"rural",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"178",-4,-4,-2,-2,-4,-4,-2,-2,"control","positive_control","positive_control",-2,-3,"positive_control",8,"No",-4,-4,4,0,3,7,"female",2,4,"rural",1983,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"179",0,2,0,3,NA,NA,NA,NA,"control","positive_control","negative_control",0,2,"mixed_control",7,"Yes",4,2,-1,-4,8,3,"male",4,1,"urban",1957,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"180",0,4,-4,-4,0,-4,0,0,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",4,"No",4,4,-4,-4,8,2,"male",4,1,"urban",1959,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"181",2,-2,1,1,0,1,2,3,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",6,"No",2,2,-2,-4,10,1,"male",2,4,"rural",1951,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"182",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,NA,0,0,0,0,NA,NA,"female",3,2,"urban",2003,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"183",0,0,0,0,-3,2,-3,-3,"control","positive_control","positive_control",0,-1,"positive_control",7,"Yes",0,3,4,4,5,5,"male",3,3,"rural",1953,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"184",-1,4,1,2,1,1,2,2,"control","negative_control","negative_control",1,1,"negative_control",6,"No",-1,-1,1,4,6,10,"male",3,2,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"185",0,0,0,-1,0,0,4,4,"control","positive_control","positive_control",0,-2,"positive_control",8,"No",-1,-1,-3,-2,7,5,"female",4,3,"rural",1986,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"186",1,3,0,3,1,3,0,2,"control","positive_control","negative_control",0,2,"mixed_control",6,"No",-4,-4,4,4,7,5,NA,NA,3,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"187",-1,-1,0,0,-1,-1,1,1,"control","positive_control","positive_control",0,-1,"positive_control",4,"No",-2,-2,2,4,9,8,"male",4,3,"rural",1957,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"188",1,1,1,1,1,1,2,1,"control","negative_control","negative_control",1,0,"negative_control",8,"No",2,2,-4,-4,5,NA,"female",4,4,"rural",1982,"No",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"189",0,3,-1,-1,3,-1,3,3,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",8,"Yes",3,-1,0,-4,8,7,"male",3,4,"rural",1961,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"190",2,2,1,2,1,-1,1,1,"control","negative_control","negative_control",1,1,"negative_control",6,"No",2,2,-1,-4,0,3,"female",2,3,"rural",1999,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"191",3,0,4,4,4,4,-3,-3,"treatment","negative_treatment","negative_treatment",4,3,"negative_treatment",8,"No",1,4,2,-3,5,5,"female",2,4,"rural",1976,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"192",2,1,1,1,2,0,-1,-2,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",7,"No",1,0,3,1,9,9,"male",3,4,"rural",1971,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"193",4,0,1,-1,1,-1,NA,NA,"control","negative_control","positive_control",1,-2,"mixed_control",8,"No",-3,0,4,4,5,NA,NA,NA,2,"urban",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"194",0,0,-3,-3,0,0,0,0,"control","positive_control","positive_control",-3,-4,"positive_control",7,"Yes",2,2,0,0,9,3,"female",4,1,"urban",1974,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"195",-4,-4,-4,-4,-2,-4,NA,NA,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",8,NA,-4,-4,4,4,NA,NA,NA,NA,NA,"rural",1961,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"196",0,0,0,0,-4,-4,4,4,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",0,4,-1,-3,5,7,"female",2,4,"rural",1968,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"197",0,0,-1,2,-1,2,0,0,"treatment","positive_treatment","negative_treatment",-1,1,"mixed_treatment",6,"Yes",4,3,4,-1,6,6,"male",4,3,"rural",1969,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"198",0,2,1,-1,1,-1,1,0,"control","negative_control","positive_control",1,-2,"mixed_control",7,"No",2,2,2,2,6,5,"male",2,1,"urban",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"199",-2,2,-2,2,-2,-2,0,-2,"control","positive_control","negative_control",-2,1,"mixed_control",6,"No",0,-4,4,4,7,NA,"male",4,1,"urban",1950,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"200",4,-2,-1,1,4,3,-2,-2,"treatment","positive_treatment","negative_treatment",-1,0,"mixed_treatment",6,"Yes",3,3,-2,-4,9,5,"male",3,3,"rural",1979,"Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"201",-3,-4,-2,-2,-3,-3,0,0,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",6,"No",1,1,1,-4,6,NA,"male",3,2,"urban",1987,"Yes",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"202",2,2,-3,-1,-2,-1,0,0,"control","positive_control","positive_control",-3,-2,"positive_control",8,"No",2,2,-2,-3,8,4,"male",4,4,"rural",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"203",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",6,"No",1,1,-1,-1,1,1,"female",NA,4,"rural",NA,"Yes",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"204",-3,-1,-2,-1,3,2,-3,-3,"treatment","positive_treatment","positive_treatment",-2,-2,"positive_treatment",4,"No",3,1,0,-3,8,5,"female",4,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"205",2,3,1,1,1,1,2,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"Yes",3,3,0,4,8,7,"male",2,3,"rural",1949,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"206",-1,0,0,0,-1,0,-1,-1,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",1,1,0,1,9,5,"female",2,4,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"207",3,4,3,-4,-4,-4,0,-3,"control","negative_control","positive_control",3,-5,"mixed_control",8,"Yes",0,-4,4,4,8,10,"male",3,2,"urban",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"208",-2,1,1,1,1,1,1,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"Yes",1,-1,1,2,3,5,"male",2,4,"rural",1951,"Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"209",2,2,2,4,3,4,1,4,"control","negative_control","negative_control",2,3,"negative_control",4,"Yes",3,2,0,0,7,NA,"male",2,3,"rural",1968,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"210",0,1,-1,2,0,0,1,1,"treatment","positive_treatment","negative_treatment",-1,1,"mixed_treatment",6,"No",4,2,-4,-4,5,NA,"female",4,4,"rural",1997,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"211",1,3,0,3,2,3,1,2,"treatment","positive_treatment","negative_treatment",0,2,"mixed_treatment",6,"Yes",3,2,-1,-1,7,2,"male",4,2,"urban",1949,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"212",3,0,2,1,1,0,2,3,"control","negative_control","negative_control",2,0,"negative_control",8,"No",2,-4,-4,-4,2,4,"male",4,3,"rural",1953,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"213",3,3,-3,-3,3,3,3,3,"control","positive_control","positive_control",-3,-4,"positive_control",8,"Yes",1,3,-2,-4,5,5,"male",3,4,"rural",1952,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"214",-2,3,1,2,-1,3,3,0,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",4,"Yes",1,4,-4,-4,8,5,"male",4,3,"rural",1984,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"215",-2,-2,1,1,-1,-2,0,0,"control","negative_control","negative_control",1,0,"negative_control",7,"No",1,-4,-4,-4,7,5,"female",2,3,"rural",1958,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"216",-4,-1,-2,-4,-4,4,4,-2,"control","positive_control","positive_control",-2,-5,"positive_control",10,"No",4,1,4,4,10,3,"male",2,4,"rural",1999,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"217",-1,-1,-2,-1,-1,1,1,1,"control","positive_control","positive_control",-2,-2,"positive_control",4,"Yes",2,1,-2,-3,6,5,"male",3,4,"rural",1992,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"218",2,0,-1,-2,1,1,0,0,"control","positive_control","positive_control",-1,-3,"positive_control",8,"Yes",1,2,1,1,6,7,"male",3,3,"rural",1965,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"219",4,4,4,4,4,4,0,-2,"treatment","negative_treatment","negative_treatment",4,3,"negative_treatment",8,"Yes",2,4,4,-3,9,8,"male",4,4,"rural",1950,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"220",3,-2,1,0,2,-2,NA,-2,"treatment","negative_treatment","positive_treatment",1,-1,"mixed_treatment",8,"Yes",-2,-2,3,3,8,5,"male",2,2,"urban",1956,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"221",2,0,1,1,0,0,NA,-1,"control","negative_control","negative_control",1,0,"negative_control",4,"Yes",1,2,-3,-3,8,3,"male",3,3,"rural",1963,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"222",0,0,1,1,0,0,-2,-2,"control","negative_control","negative_control",1,0,"negative_control",6,"Yes",-2,-2,2,3,8,4,"male",4,4,"rural",1959,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"223",0,0,-1,0,0,0,3,-2,"control","positive_control","positive_control",-1,-1,"positive_control",10,"No",-3,-2,2,-4,10,NA,"female",2,2,"urban",1984,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"224",3,-2,1,-1,-1,1,2,-1,"control","negative_control","positive_control",1,-2,"mixed_control",8,"Yes",1,2,-2,-4,6,1,"male",3,4,"rural",1961,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"225",-3,0,3,0,0,0,0,0,"control","negative_control","positive_control",3,-1,"mixed_control",5,"No",0,-2,1,1,4,5,"male",4,4,"rural",1979,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"226",2,0,0,-2,0,1,-1,-3,"control","positive_control","positive_control",0,-3,"positive_control",6,"No",2,-1,-1,-4,2,NA,"male",2,2,"urban",2002,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"227",1,3,-2,2,-3,-3,-3,3,"treatment","positive_treatment","negative_treatment",-2,1,"mixed_treatment",6,"No",0,2,4,4,6,7,"male",2,3,"rural",1963,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"228",4,0,1,1,0,1,4,4,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",2,"No",2,4,-4,-4,9,5,"male",4,4,"rural",1983,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"229",4,-4,-4,-4,0,4,0,4,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",10,"Yes",4,4,0,0,1,5,"female",3,2,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
